date,tmax,prec,pres,cloud,rhum
2000-01-01,49.46,0.0,1021.1729166666667,10.375,89.875
2000-01-02,58.73333333333333,0.0,1017.4354166666666,48.66666666666666,90.95833333333331
2000-01-03,62.22666666666667,0.014435695538057734,1014.7520833333333,57.625,94.54166666666669
2000-01-04,59.99333333333334,0.6821522309711286,1003.6666666666666,74.66666666666667,93.20833333333331
2000-01-05,46.78,0.04199475065616797,1015.65625,37.79166666666666,56.458333333333336
2000-01-06,41.39333333333334,0.0,1030.9625,4.833333333333333,64.29166666666667
2000-01-07,47.56666666666666,0.0,1020.1104166666667,13.291666666666666,76.125
2000-01-08,37.9,0.0,1023.0166666666667,11.083333333333334,62.375
2000-01-09,49.973333333333336,0.0106036745406824,1015.9145833333334,46.75,73.91666666666667
2000-01-10,56.20666666666667,0.7813123359580052,1004.3833333333334,89.83333333333333,94.08333333333331
2000-01-11,51.14666666666667,0.003937007874015733,1000.1083333333333,16.458333333333332,59.625
2000-01-12,45.64000000000001,0.0,1014.09375,3.333333333333333,55.5
2000-01-13,37.45333333333334,0.10721784776902883,1010.25625,75.625,71.70833333333333
2000-01-14,21.766666666666666,0.0,1026.30625,16.666666666666668,45.583333333333336
2000-01-15,28.213333333333335,0.0,1033.6208333333334,15.666666666666666,52.125
2000-01-16,44.826666666666675,0.0,1016.0791666666667,62.0,60.708333333333336
2000-01-17,20.833333333333332,0.0,1022.09375,2.708333333333333,37.41666666666666
2000-01-18,19.266666666666666,0.0,1017.2166666666667,38.583333333333336,35.583333333333336
2000-01-19,28.66,0.0,1010.24375,15.208333333333334,39.083333333333336
2000-01-20,28.746666666666666,0.14761154855643044,1002.0145833333333,93.29166666666669,66.95833333333333
2000-01-21,22.28,0.0,1003.7416666666667,27.83333333333333,55.0
2000-01-22,19.54,0.0,1016.575,17.458333333333332,47.91666666666666
2000-01-23,27.633333333333336,0.0,1020.3541666666667,82.875,60.79166666666666
2000-01-24,38.13999999999999,0.0,1015.8291666666667,59.79166666666666,75.70833333333333
2000-01-25,29.413333333333338,0.8010761154855643,995.7645833333333,91.20833333333331,80.25
2000-01-26,30.166666666666668,0.04734908136482937,998.55,51.41666666666666,71.16666666666667
2000-01-27,20.026666666666667,0.0,1013.2666666666667,20.08333333333333,64.83333333333333
2000-01-28,21.046666666666667,0.0,1023.2291666666665,0.6666666666666666,63.0
2000-01-29,33.54,0.0,1029.925,0.0,66.58333333333333
2000-01-30,34.833333333333336,0.38196850393700793,1024.4083333333333,56.208333333333336,74.375
2000-01-31,38.199999999999996,0.41790026246719164,1004.675,51.25,80.29166666666667
2000-02-01,34.080000000000005,0.0,1007.60625,24.541666666666668,75.20833333333333
2000-02-02,27.939999999999998,0.0,1012.7520833333334,27.125,60.375
2000-02-03,31.433333333333334,0.0779527559055118,1012.4625,64.83333333333333,66.41666666666667
2000-02-04,31.88,0.014435695538057701,1008.40625,73.0,82.0
2000-02-05,34.233333333333334,0.0,1011.6,30.875,71.625
2000-02-06,35.46666666666667,0.0,1019.33125,7.541666666666667,67.70833333333333
2000-02-07,41.42666666666667,0.0,1015.5458333333333,46.29166666666666,70.375
2000-02-08,29.926666666666666,0.0,1029.2145833333334,0.0,62.708333333333336
2000-02-09,44.07333333333333,0.0,1019.66875,6.25,76.20833333333333
2000-02-10,46.27333333333333,0.0,1013.7916666666665,21.791666666666668,84.54166666666667
2000-02-11,48.89333333333334,0.009186351706036733,1007.15625,74.29166666666667,88.29166666666667
2000-02-12,31.853333333333335,0.0,1021.3020833333333,16.666666666666668,56.333333333333336
2000-02-13,39.800000000000004,0.07351706036745408,1020.7916666666666,51.583333333333336,62.333333333333336
2000-02-14,52.473333333333336,0.4645406824146982,1002.7958333333333,98.70833333333331,96.08333333333331
2000-02-15,41.12,0.0,1013.9520833333333,3.25,63.208333333333336
2000-02-16,51.026666666666664,0.011811023622047232,1014.8270833333333,46.125,68.0
2000-02-17,37.63333333333333,0.0,1028.19375,8.166666666666666,47.25
2000-02-18,34.56,0.5653280839895013,1024.10625,87.70833333333333,74.41666666666667
2000-02-19,32.96,0.3464041994750657,1012.06875,100.0,88.91666666666667
2000-02-20,37.48,0.0,1018.8958333333335,47.0,74.79166666666667
2000-02-21,40.67333333333333,0.0,1026.5770833333333,18.20833333333333,74.20833333333333
2000-02-22,48.11333333333334,0.0,1030.9875,5.916666666666667,73.75
2000-02-23,54.339999999999996,0.0,1029.3395833333334,25.58333333333333,82.04166666666667
2000-02-24,63.48666666666666,0.0,1022.8208333333333,37.875,80.33333333333333
2000-02-25,56.72,0.12398950131233594,1022.2979166666667,81.16666666666667,94.33333333333331
2000-02-26,44.76,0.005249343832020967,1028.1666666666665,99.33333333333331,90.08333333333331
2000-02-27,55.660000000000004,0.020498687664041965,1020.9041666666666,93.125,93.91666666666669
2000-02-28,54.34,0.15275590551181104,1012.7729166666666,58.583333333333336,71.54166666666667
2000-02-29,53.193333333333335,0.0,1017.5104166666666,1.8333333333333333,51.75
2000-03-01,48.52666666666667,0.017165354330708635,1013.4520833333333,28.375,69.375
2000-03-02,46.419999999999995,0.002624671916010467,1004.3770833333333,30.5,63.333333333333336
2000-03-03,45.78666666666667,0.0,1005.35,2.2916666666666665,48.458333333333336
2000-03-04,51.20666666666667,0.0,1005.575,10.958333333333334,48.875
2000-03-05,53.406666666666666,0.0,1005.6604166666666,24.25,60.875
2000-03-06,53.52666666666667,0.0,1015.7895833333334,0.1666666666666666,58.25
2000-03-07,63.22,0.0033333333333333335,1018.2041666666667,7.833333333333333,59.625
2000-03-08,61.14000000000001,0.016456692913385768,1012.0541666666667,19.791666666666668,77.5
2000-03-09,72.06,0.002624671916010467,1005.01875,32.333333333333336,80.08333333333333
2000-03-10,59.36666666666667,0.0,1012.59375,45.333333333333336,67.20833333333333
2000-03-11,43.74,0.9631758530183728,1016.0916666666666,89.54166666666667,91.41666666666669
2000-03-12,49.18666666666667,0.23585301837270337,1003.2604166666667,83.875,82.0
2000-03-13,47.11333333333334,0.0,1020.9395833333333,17.166666666666668,47.25
2000-03-14,52.31999999999999,0.002624671916010467,1022.7604166666665,30.75,66.95833333333333
2000-03-15,62.913333333333334,0.002624671916010467,1020.625,11.666666666666666,64.29166666666667
2000-03-16,64.18,0.29422572178477685,1014.45625,63.083333333333336,65.83333333333333
